id,author,text,created_at,retweets,favorites,hashtags,is_retweet,place,sentiment_label,sentiment_score
1888463178058670210,newguy,"@rasmr_eth “No fumbles, no bad blood—just $KCSwift running up the score!”
#KCSwift #Swifties #ChiefsKingdom #TaylorSwift #TravisKelce #Crypto #MemeCoin #SuperBowl #TouchdownCrypto #LoveStory 
￼
EFWfDYtDT68xVvTSnZdD7VPJXrNDyu7YNPXu1gnQUMby",2025-02-09 05:41:22,0,0,"[""KCSwift"", ""Swifties"", ""ChiefsKingdom"", ""TaylorSwift"", ""TravisKelce"", ""Crypto"", ""MemeCoin"", ""SuperBowl"", ""TouchdownCrypto"", ""LoveStory""]",0,,NEGATIVE,0.5361126065254211
1888463211956973875,newguy,"@elonmusk “No fumbles, no bad blood—just $KCSwift running up the score!”
#KCSwift #Swifties #ChiefsKingdom #TaylorSwift #TravisKelce #Crypto #MemeCoin #SuperBowl #TouchdownCrypto #LoveStory 
￼
EFWfDYtDT68xVvTSnZdD7VPJXrNDyu7YNPXu1gnQUMby",2025-02-09 05:41:30,0,0,"[""KCSwift"", ""Swifties"", ""ChiefsKingdom"", ""TaylorSwift"", ""TravisKelce"", ""Crypto"", ""MemeCoin"", ""SuperBowl"", ""TouchdownCrypto"", ""LoveStory""]",0,,POSITIVE,0.5636346936225891
1888463252000051694,newguy,"@Illyriannft “No fumbles, no bad blood—just $KCSwift running up the score!”
#KCSwift #Swifties #ChiefsKingdom #TaylorSwift #TravisKelce #Crypto #MemeCoin #SuperBowl #TouchdownCrypto #LoveStory 
￼
EFWfDYtDT68xVvTSnZdD7VPJXrNDyu7YNPXu1gnQUMby",2025-02-09 05:41:39,0,0,"[""KCSwift"", ""Swifties"", ""ChiefsKingdom"", ""TaylorSwift"", ""TravisKelce"", ""Crypto"", ""MemeCoin"", ""SuperBowl"", ""TouchdownCrypto"", ""LoveStory""]",0,,NEGATIVE,0.5177386999130249
1888463379003576425,random_interests123,@Philly2Chicago Oh this is perfect. Love it. Perfect little area. #GoBirds #FlyEaglesFly #SUPERBOWL #philly #Eagles #NFL,2025-02-09 05:42:10,0,1,"[""GoBirds"", ""FlyEaglesFly"", ""SUPERBOWL"", ""philly"", ""Eagles"", ""NFL""]",0,,POSITIVE,0.9998553991317749
1888463495491883369,Zack,#NFL.   #Chiefs.  #Eagles.,2025-02-09 05:42:37,0,0,"[""NFL"", ""Chiefs"", ""Eagles""]",0,,NEGATIVE,0.5423642992973328
1888463580367851786,random_interests123,"This mf team, man. I can't. I'd do anything for them. They are the best. #GoBirds #FlyEaglesFly #philly #GoBirds #SuperBowl #philly #NFL",2025-02-09 05:42:58,0,0,"[""GoBirds"", ""FlyEaglesFly"", ""philly"", ""GoBirds"", ""SuperBowl"", ""philly"", ""NFL""]",0,,POSITIVE,0.9997239708900452
1888463926184046610,C. Mervyn Graham ™®,@Eagles #KansasCityChiefs vs. #PhiladelphiaEagles #NFL #SuperBowlLIX #SBLIX Predictions #Madden25 #Philadelphia #Eagles #FlyEaglesFly #PHI #KansasCity #Chiefs #ChiefsKingdom #KC #KCvsPHI #ChiefsvsEagles #Football #sport #sports #fun #entertainment #youtube #video https://t.co/n9MZXuNn8M,2025-02-09 05:44:20,0,1,"[""KansasCityChiefs"", ""PhiladelphiaEagles"", ""NFL"", ""SuperBowlLIX"", ""SBLIX"", ""Madden25"", ""Philadelphia"", ""Eagles"", ""FlyEaglesFly"", ""PHI"", ""KansasCity"", ""Chiefs"", ""ChiefsKingdom"", ""KC"", ""KCvsPHI"", ""ChiefsvsEagles"", ""Football"", ""sport"", ""sports"", ""fun"", ""entertainment"", ""youtube"", ""video""]",0,,NEGATIVE,0.9872633814811707
1888464624913195056,Eliza,"#ChiefsVsEagles 
#chiefskingdom #TravisKelce 
let’s go #kansascitychiefs 
my 2 personalities watching  the #SuperBowl2025 

when the                 end game 
#eagles make       #chiefs win
a touchdown         #SuperBowl https://t.co/cVIWJnefak",2025-02-09 05:47:07,0,1,"[""ChiefsVsEagles"", ""chiefskingdom"", ""TravisKelce"", ""kansascitychiefs"", ""SuperBowl2025"", ""eagles"", ""chiefs"", ""SuperBowl""]",0,,NEGATIVE,0.936784565448761
1888464686573576209,Lara M.,No sé qué voy apostar en el #SuperBowlLIX Lol #ChiefsKingdom #NFL #FlyEaglesFly Recomendaciones ??,2025-02-09 05:47:21,0,0,"[""SuperBowlLIX"", ""ChiefsKingdom"", ""NFL"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9952977299690247
1888465043710157092,Bac2Bragg,"Who are you rooting for in the #SuperBowl ???

#LetsGo #Who #SuperBowlLIX #DontCare #Meteor #Eagles #Chiefs",2025-02-09 05:48:47,0,0,"[""SuperBowl"", ""LetsGo"", ""Who"", ""SuperBowlLIX"", ""DontCare"", ""Meteor"", ""Eagles"", ""Chiefs""]",0,,NEGATIVE,0.9976776242256165
1888465217530593467,QWIKET NFL,"https://t.co/yrFCYzgHEj #nfl #FlyEaglesFly Kellen Moore, the offensive coordinator for the Philadelphia Eagles, is reportedly set to become the head coach for the New Orleans Saints after Super Bowl LIX. Sources indicate that he has already begun assembling a coaching staff, with",2025-02-09 05:49:28,0,0,"[""nfl"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9979720711708069
1888465418186072183,$mokegawd urameshi 💨,#FlyEaglesFly  #SuperBowl https://t.co/CRCqtcB8Ka,2025-02-09 05:50:16,0,0,"[""FlyEaglesFly"", ""SuperBowl""]",0,,NEGATIVE,0.9755678176879883
1888465545189560496,Allied Voices Podcast,Ooh this close #FlyEaglesFly #NFLPlayoffs #NFL https://t.co/LjzWKCjNqe,2025-02-09 05:50:46,0,0,"[""FlyEaglesFly"", ""NFLPlayoffs"", ""NFL""]",0,,NEGATIVE,0.9888246655464172
1888465905191137394,TronStylias,Fortnite has the Chiefs and Revs skins but no Eagles haha lol. What's Fortnite doing? Did the Chiefs get the refs too? 😂 #Fortnite #NFL #Chiefs #Eagles https://t.co/ZI4Zjyrqwb,2025-02-09 05:52:12,0,1,"[""Fortnite"", ""NFL"", ""Chiefs"", ""Eagles""]",0,,NEGATIVE,0.9990934133529663
1888465988590723439,Espacio Deportivo Oficial,"Mahomes y los Chiefs van por su tercer título en la NFL ante Filaldelfia que busca la revancha.

Sigue toda la información a través de #iHeartRadio: https://t.co/1s31e0EmeK

#Chiefs #Eagles #SuperBowlLIX #NFL 

#RBA 
https://t.co/R11IWTkG44",2025-02-09 05:52:32,0,1,"[""iHeartRadio"", ""Chiefs"", ""Eagles"", ""SuperBowlLIX"", ""NFL"", ""RBA""]",0,,NEGATIVE,0.9932563304901123
1888466135940473289,DieselBeatsTheBooks,"Diesel Pick 🚨⛽️ Join our discord for daily picks, ladders, and supporting DD 🔮🔬 Link in bio, free until Feb 28th ✅🔒 #Parlay #Moneyline #PlayerProps #LadderChallenge #SuperBowl #SuperBowlLIX #NFL #ChiefsVsEagles #Chiefs #Eagles #Football #Barkley #Goedert #Worthy #Mahomes https://t.co/uecEyEGm6v",2025-02-09 05:53:07,0,1,"[""Parlay"", ""Moneyline"", ""PlayerProps"", ""LadderChallenge"", ""SuperBowl"", ""SuperBowlLIX"", ""NFL"", ""ChiefsVsEagles"", ""Chiefs"", ""Eagles"", ""Football"", ""Barkley"", ""Goedert"", ""Worthy"", ""Mahomes""]",0,,NEGATIVE,0.9947503209114075
1888466367050879432,TronStylias,"Fortnite has the Chiefs and Refs skins but no Eagles haha lol. What's Fortnite doing? Did the Chiefs get the refs too? 😂 #Fortnite #NFL #Cheifs  #FlyEaglesFly #SuperBowlLIX  
This is joke btw that people been mad about. https://t.co/QWdUjWIkYI",2025-02-09 05:54:02,1,6,"[""Fortnite"", ""NFL"", ""Cheifs"", ""FlyEaglesFly"", ""SuperBowlLIX""]",0,,NEGATIVE,0.9985951781272888
1888466907692437534,₉⁹₉ 𝕱𝖔𝖗𝖊𝖛𝖊𝖗,#Prizepicks #Chalkboard #Dabble #Playerprops #Superbowl #NFL #KC #EAGLES #NBA #CBB #Mahomes #Hurts https://t.co/aX8yVpHnGs,2025-02-09 05:56:11,0,0,"[""Prizepicks"", ""Chalkboard"", ""Dabble"", ""Playerprops"", ""Superbowl"", ""NFL"", ""KC"", ""EAGLES"", ""NBA"", ""CBB"", ""Mahomes"", ""Hurts""]",0,,NEGATIVE,0.9993748068809509
1888466970430849221,Rich (midnight blue 🌠and sunshine yellow ☀️),"New comic (I drew this):

Roger Goodell ends racism

#SuperBowl #SuperBowlLIX #EndRacism #Goodell #NFL #Chiefs #Eagles #DEI #racism https://t.co/XszRWvBZrJ",2025-02-09 05:56:26,0,0,"[""SuperBowl"", ""SuperBowlLIX"", ""EndRacism"", ""Goodell"", ""NFL"", ""Chiefs"", ""Eagles"", ""DEI"", ""racism""]",0,,NEGATIVE,0.9723983407020569
1888467123455791509,Soldier 4 God Revelations,#superbowl #philaelphiaeagles Vs #kansascitychiefs Who Will Win ? #sport... https://t.co/LreUlz54f4 via @YouTube #philadelfiaeagles #kasascitychiefs #GoEagles #kc #supernova2025 #SuperBowlLIX #foryoupage #explore #sports #gillieeaglesdance #gilliedance #eagles #gobirds #GoBirds,2025-02-09 05:57:02,0,0,"[""superbowl"", ""philaelphiaeagles"", ""kansascitychiefs"", ""sport"", ""philadelfiaeagles"", ""kasascitychiefs"", ""GoEagles"", ""kc"", ""supernova2025"", ""SuperBowlLIX"", ""foryoupage"", ""explore"", ""sports"", ""gillieeaglesdance"", ""gilliedance"", ""eagles"", ""gobirds"", ""GoBirds""]",0,,NEGATIVE,0.9425069689750671
1888467329878548527,ONCE Diario,"¿QUIÉN GANARÁ?🔴🆚🦅

#NFL | #SBLIX | #ChiefsKingdom | #FlyEaglesFly https://t.co/oM22pjhraQ",2025-02-09 05:57:52,1,1,"[""NFL"", ""SBLIX"", ""ChiefsKingdom"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9957001209259033
1888467347666608319,Eliza,"#SuperBowl2025  #KansasCity 
#ChiefsVsEagles  #SuperBowlLIX  #chiefskingdom  #SuperBowlSunday 
Go #chiefs 

getting ready      to make history 
to place my         #chiefs win 
“ in god we        the #SuperBowl 
trust ”
#chiefs 
to win bet https://t.co/VY7F478449",2025-02-09 05:57:56,0,0,"[""SuperBowl2025"", ""KansasCity"", ""ChiefsVsEagles"", ""SuperBowlLIX"", ""chiefskingdom"", ""SuperBowlSunday"", ""chiefs"", ""chiefs"", ""SuperBowl"", ""chiefs""]",0,,POSITIVE,0.988203763961792
1888467613799284789,Football Jesus Vegas,"We cash 5-1 Sat #CBBETS in Vegas ! After #ARIZONA -2 top #TexasTech &amp; #SanDiego rolls IRVINE
&amp; My Free my free #CBBpicks 25-10 in 2025 MORE SUN + #ChiefsKingdom #FlyEaglesFly #SuperBowl  BET #ChiefsVsEagles will NOT BE CLOSE! get on TEXT LIST 
#SportsPicks https://t.co/wYOVqFQkkC https://t.co/7clVEcLsru",2025-02-09 05:58:59,0,2,"[""CBBETS"", ""ARIZONA"", ""TexasTech"", ""SanDiego"", ""CBBpicks"", ""ChiefsKingdom"", ""FlyEaglesFly"", ""SuperBowl"", ""ChiefsVsEagles"", ""SportsPicks""]",0,,NEGATIVE,0.9989309906959534
1888468917728813210,Himothy Jones,@NFL Refs are READY. #SBLIX #Chiefs,2025-02-09 06:04:10,0,0,"[""SBLIX"", ""Chiefs""]",0,,POSITIVE,0.6772269606590271
1888469250039554073,Gut,"HAMMER THIS LINE🔨

Jalen Hurts Over 9.5 Rush Attempts (+110), BetMGM

Superbowl Play #1🚀: #SuperBowl #FlyEaglesFly 
LIKE IF YOU WANT ANOTHER PLAY❤️

Key Takeaways:

- KC allows the 8th most rushing attempts to opposing QBs this season

- Kansas City has struggled to contain https://t.co/GwpZztUAv4",2025-02-09 06:05:29,0,13,"[""SuperBowl"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9973993301391602
1888469335301132656,The 99 Cent Chef,"@Oreo @NFL #SBLIX @Chiefs @Eagles #FlyEaglesFly @TKelce @PatrickMahomes @JalenHurts @saquon 
Oreo Superbowl Cookie - Football Helmet https://t.co/QIqRTfXgef",2025-02-09 06:05:50,0,0,"[""SBLIX"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9919641017913818
1888469928862236853,Joshua Perry,@AntoniusProximo Same here #Gameday #SBLIX #FlyEaglesFly,2025-02-09 06:08:11,0,0,"[""Gameday"", ""SBLIX"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9914590120315552
1888470017068367874,Joaquin Salas🐐 (Apuestas),"Todas las apuestas del #superbowl están acá 

https://t.co/E6oiYKzapn

#NFL #FlyEaglesFly https://t.co/oOGBa7VAMj",2025-02-09 06:08:32,0,1,"[""superbowl"", ""NFL"", ""FlyEaglesFly""]",0,,NEGATIVE,0.995072066783905
1888470098933153955,とも(2/16浜松(H)・4/20長野),"間に合わないけど無事に旅立ったようです！！
#SBLIX #FlyEaglesFly https://t.co/aR5glLBY03",2025-02-09 06:08:52,0,2,"[""SBLIX"", ""FlyEaglesFly""]",0,,NEGATIVE,0.984353244304657
1888470313924522406,J. Christian Gary (Backup Burner Account),"This is probably not only @DxKeyz &amp; @xoholly’s mantra for tomorrow.

This is for everyone who’s sick of the same old story of the Chiefs being dominant.

All empires have their falling out. It’s about damn time that the Chiefs feel the same!

#FlyEaglesFly #SuperBowl @SucioSportz",2025-02-09 06:09:43,0,0,"[""FlyEaglesFly"", ""SuperBowl""]",0,,NEGATIVE,0.9912391304969788
1888470915778036211,とも(2/16浜松(H)・4/20長野),"まだちょっと早いけどテンション上がってきたかも！！
#SBLIX #FlyEaglesFly",2025-02-09 06:12:07,0,0,"[""SBLIX"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9426678419113159
1888471153577951450,SuperBowlLIX,"🏈🔥 The stage is set for an epic showdown! Chiefs vs. Eagles in the Super Bowl! 🌟 Will Mahomes lead Kansas City to victory, or will Jalen Hurts soar to new heights for Philly? 🦅#SuperBowl #ChiefsVsEagles #FootballMadness #FlyEaglesFly #ChiefsKingdom 🏆🥳",2025-02-09 06:13:03,4,8,"[""SuperBowl"", ""ChiefsVsEagles"", ""FootballMadness"", ""FlyEaglesFly"", ""ChiefsKingdom""]",0,,POSITIVE,0.9623111486434937
1888471244103704887,Savannah,I love you guys either way 🥺🫶🏻@Chiefs #SuperBowl #ChiefsVsEagles #ChiefsKingdom https://t.co/EHRrFIwj0W,2025-02-09 06:13:25,0,0,"[""SuperBowl"", ""ChiefsVsEagles"", ""ChiefsKingdom""]",0,,POSITIVE,0.9889083504676819
1888471452233642322,SmoothManBets,"🍎🐳5U #SuperBowl Beluga Blend: #GenerationalSunday 🐳🍎

🍎Chiefs ML x Alex de Minaur +4.5 Games (+196)

Tomorrow is about Greatness.  For Patrick Mahomes, but mostly for us.  We'll start here and will continue to grow our Empire of Units on the #Chiefs ML tomorrow for yet https://t.co/SbP6rtu1BR",2025-02-09 06:14:14,0,1,"[""SuperBowl"", ""GenerationalSunday"", ""Chiefs"", ""GenerationalSunday"", ""Chiefs"", ""Eagles"", ""GamblingX"", ""FreePicks"", ""BettingTips"", ""sweep"", ""sportsbetting"", ""ATPDallas"", ""ATPRotterdam"", ""TennisPicks"", ""ATPBuenosAires"", ""GoldenSwing""]",0,,POSITIVE,0.9955347776412964
1888471480784080939,Philly Phreedom,It’s GameDay  !! Go Birds 🦅 #FlyEaglesFly #SBLIX,2025-02-09 06:14:21,0,0,"[""FlyEaglesFly"", ""SBLIX""]",0,,POSITIVE,0.9941378831863403
1888471924222591155,The Happy Warrior Chronicles,"This time tomorrow….

No more threepeat talk

No more camera pans to Taylor Swift 

No more more referees helping the Chiefs win 

We are exhausted with the Kansas City Chiefs 

We are all Philadelphia Eagles fans on Super Bowl Sunday 

#FlyEaglesFly  #SBLIX",2025-02-09 06:16:07,0,0,"[""FlyEaglesFly"", ""SBLIX""]",0,,NEGATIVE,0.985420286655426
1888472315295314400,Joe 'Baboots' Curci,Have 1 ticket left for the #SuperBowl DM for details! #Eagles #Chiefs,2025-02-09 06:17:40,0,0,"[""SuperBowl"", ""Eagles"", ""Chiefs""]",0,,NEGATIVE,0.9944760203361511
1888472440063365446,SuperBowlLIX,🏈 Fly Eagles Fly vs. Chiefs Kingdom! Who will reign supreme? ⚡️ Grab your Super Bowl coin: CbeHDdvFqBTPLSG4wvfz2hNdhV9gqnZP11fUW9spump #SuperBowl #Eagles #ChiefsKingdom https://t.co/mwIeskRaJc,2025-02-09 06:18:10,4,7,"[""SuperBowl"", ""Eagles"", ""ChiefsKingdom""]",0,,NEGATIVE,0.9899052977561951
1888472794922705157,SuperBowlLIX,"This Sunday, it’s Eagles vs. Chiefs in the Super Bowl! 🏆💚💛 Get your coin now: CbeHDdvFqBTPLSG4wvfz2hNdhV9gqnZP11fUW9spump #SuperBowl #Eagles #ChiefsVsEagles https://t.co/rYq36iVrbu",2025-02-09 06:19:35,1,6,"[""SuperBowl"", ""Eagles"", ""ChiefsVsEagles""]",0,,NEGATIVE,0.9868849515914917
1888473075047379241,Sabertooth Mongoose,@ImMeme0 #SuperBowl #SuperBowlLIX #NFL #Trump #TaylorSwift #PhiladelphiaEagles #KansasCityChiefs #ChiefsKingdom #EaglesCountry https://t.co/jkwhqYT4hx,2025-02-09 06:20:41,0,0,"[""SuperBowl"", ""SuperBowlLIX"", ""NFL"", ""Trump"", ""TaylorSwift"", ""PhiladelphiaEagles"", ""KansasCityChiefs"", ""ChiefsKingdom"", ""EaglesCountry""]",0,,NEGATIVE,0.9705793857574463
1888473322020647020,Tammy,"#ECONOMICBLACKOUTDAY
#FEBRUARY28TH  DON'T BUY DON'T SHOP ANYWHERE.  #ResistAndRise
@Morning_Joe @maddow @Chiefs #Eagles #Trump #Musk fraudInChief
@chrislhayes @jaketapper @Eagles #SuperBowl #SuperBowlLIX
https://t.co/ztAskFIGwJ",2025-02-09 06:21:40,0,0,"[""ECONOMICBLACKOUTDAY"", ""FEBRUARY28TH"", ""ResistAndRise"", ""Eagles"", ""Trump"", ""Musk"", ""SuperBowl"", ""SuperBowlLIX""]",0,,NEGATIVE,0.9877861738204956
1888473614749507675,Matt! GoAvsGo 🏔️🏒🥅,"The day 🏈 🔴🟡 Vs 🟢⚪

#SuperBowlLIX
#SuperBowl
#NFL
#ChiefsKingdom
#FlyEaglesFly
#SBLIX https://t.co/GdGxhTUQHe",2025-02-09 06:22:50,0,0,"[""SuperBowlLIX"", ""SuperBowl"", ""NFL"", ""ChiefsKingdom"", ""FlyEaglesFly"", ""SBLIX""]",0,"<Place id=""b6761f22f568b61e"" name=""Novara"">",NEGATIVE,0.991258442401886
1888473969293988299,🦅🏈🟢Fly Eagles Fly🟢🏈🦅,I cant sleep #FlyEaglesFly #SuperBowl,2025-02-09 06:24:15,0,2,"[""FlyEaglesFly"", ""SuperBowl""]",0,,POSITIVE,0.9557710886001587
1888474094477119587,Justin Mixon,"Later this evening, it's Jalen Hurts and the Philadelphia Eagles vs Patrick Mahomes and the Kansas City Chiefs AGAIN! The winner...will be the SuperBowl Champs! SHOCK THE WORLD EAGLES! #NFL #EaglesvsChiefs #SundayFootball #FlyEaglesFly #FOX #SuperBowl #Rematch #Finals #Playoffs https://t.co/ZfbMK2SZnT",2025-02-09 06:24:44,0,0,"[""NFL"", ""EaglesvsChiefs"", ""SundayFootball"", ""FlyEaglesFly"", ""FOX"", ""SuperBowl"", ""Rematch"", ""Finals"", ""Playoffs""]",0,,POSITIVE,0.9983698725700378
1888474112009306480,T3RMINATØR H3CK,#Nola Super Bowl news clips of me on @FOX29philly (Philly) and @WGNOtv (New Orleans) Saturday 02.08.2025 #superbowl #eagles #chiefs https://t.co/v7EbcUFhFe,2025-02-09 06:24:49,0,0,"[""Nola"", ""superbowl"", ""eagles"", ""chiefs""]",0,,NEGATIVE,0.9560622572898865
1888474440431739041,Andrew Korn,#SuperBowlLIX #SuperBowl #bettingsports #nfl #Eagle #ChiefsKingdom #fanduel #DraftKings https://t.co/DW7TMVDxyB,2025-02-09 06:26:07,0,0,"[""SuperBowlLIX"", ""SuperBowl"", ""bettingsports"", ""nfl"", ""Eagle"", ""ChiefsKingdom"", ""fanduel"", ""DraftKings""]",0,,NEGATIVE,0.9813799262046814
1888474774440972624,Svetlana Loves Reality TV,@PopBase If Chiefs loose the Super Bowl to Philadelphia Eagles who would you be blaming for the loss Taylor Swift or Chiefs team? #TaylorSwift #BlakeLively #RyanReynolds #ChiefsKingdom #FlyEaglesFly #TravisKelce #ChiefsVsEagles #SuperBowlLIX #SuperBowl,2025-02-09 06:27:27,0,0,"[""TaylorSwift"", ""BlakeLively"", ""RyanReynolds"", ""ChiefsKingdom"", ""FlyEaglesFly"", ""TravisKelce"", ""ChiefsVsEagles"", ""SuperBowlLIX"", ""SuperBowl""]",0,,NEGATIVE,0.982756495475769
1888474817348735378,Elon’s tiny balls 🇺🇸🇺🇦🇮🇱,#FlyEaglesFly #SuperBowl https://t.co/npHK9aSfDY,2025-02-09 06:27:37,0,0,"[""FlyEaglesFly"", ""SuperBowl""]",0,,NEGATIVE,0.9818106889724731
1888474969983906016,KawaDodge,"@BTCCexchange Wow, I am so grateful to be a part of this event!
Thank you for the wonderful opportunity of a generous giveaway 👏

My favorite Will win - Kansas City Chiefs 
#Chiefs #Eagles #SBLIX 

@Jslonthod 
@LayerTancap 
@PatanaReborn",2025-02-09 06:28:13,0,2,"[""Chiefs"", ""Eagles"", ""SBLIX""]",0,,POSITIVE,0.999703586101532
1888475744218517505,Leonard,"I pray that the Philadelphia Eagles win the Super Bowl 🙏🏾 

#FlyEaglesFly 
#SuperBowlLIX 
#NFL",2025-02-09 06:31:18,0,0,"[""FlyEaglesFly"", ""SuperBowlLIX"", ""NFL""]",0,,NEGATIVE,0.9069218635559082
1888476019184799860,Jirai 🤍 Super Bowl 🪽,"GAME DAY.  #SUPERBOWL DAY. 

#FlyEaglesFly https://t.co/2SjH6SL5mW",2025-02-09 06:32:23,0,2,"[""SUPERBOWL"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9357292652130127
1888476097672520132,Kerry Lance,"Polymarket | The World's Largest Prediction Market 
🏈🏈🏈🏈🏈🏈 
I Love an Underdog 
that is actually TOPDOG 🦅
#flyeaglesfly #eagles #philadelphia 
#Superbowl ⁦@Eagles⁩ 🦅 https://t.co/2GEEoShdiH",2025-02-09 06:32:42,0,0,"[""flyeaglesfly"", ""eagles"", ""philadelphia"", ""Superbowl""]",0,,NEGATIVE,0.6114088892936707
1888476704881967379,SamiHakala,"@Chiefs is going to win Super Bowl today
#ChiefsKingdom #Chiefs #ChiefsVsEagles #SuperBowlLIX #SuperBowl2025 #SuperBowlSunday #NFL 
@NFL https://t.co/38gpppNa9h",2025-02-09 06:35:07,0,0,"[""ChiefsKingdom"", ""Chiefs"", ""ChiefsVsEagles"", ""SuperBowlLIX"", ""SuperBowl2025"", ""SuperBowlSunday"", ""NFL""]",0,,POSITIVE,0.9810194373130798
1888476907210932463,HACKED PROPS,"#SuperBowlLIX FULL BET SLIP

8🔥Mahomes Under 0.5 INT

4🔥Kareem Hunt Anytime TD

🔥Jalen Hurts Ov 27.5 Pass Att

2🔥Kareem Hunt Ov 42.5 Rush Y

Saquon Barkley Und 111.5 Rush Y

#NFL #ChiefsKingdom #FlyEaglesFly 

Topping off an amazing NFL betting season, congrats to everyone https://t.co/kQeFig0XAy",2025-02-09 06:35:55,0,5,"[""SuperBowlLIX"", ""NFL"", ""ChiefsKingdom"", ""FlyEaglesFly""]",0,,POSITIVE,0.5515663623809814
1888477207825100844,dame,"I've got 3 tickets to the SuperBowl on Feb 9 in New Orleans. They're located in Section 127 Row 5 Seats 9-11 with a very clear view of the game. Kindly send a DM if you’re interested in purchasing them.
#SuperBowl  #eagles #chiefs #SuperBowl2025 #nfl  #SuperBowlLIX",2025-02-09 06:37:07,0,0,"[""SuperBowl"", ""eagles"", ""chiefs"", ""SuperBowl2025"", ""nfl"", ""SuperBowlLIX""]",0,,POSITIVE,0.998055100440979
1888477300494135450,Daryl Baker,"Well, f*gg0tz... on to the Super Bowl.
#SuperBowlLIX #SuperBowl #KansasCity #ChiefsKingdom #UFC #UFC312 #SeanStrickland",2025-02-09 06:37:29,0,1,"[""SuperBowlLIX"", ""SuperBowl"", ""KansasCity"", ""ChiefsKingdom"", ""UFC"", ""UFC312"", ""SeanStrickland""]",0,,POSITIVE,0.9515124559402466
1888477465388954034,Eliza,"@Chiefs #ChiefsKingdom #SuperBowlLIX #SuperBowl2025 
#TravisKelce 
Go #kansascitychiefs

getting ready      to make history
#ChiefsVsEagles        #Chiefs 
                                            win 
                                     #SuperBowl https://t.co/DgqgiSh4Xw",2025-02-09 06:38:08,0,0,"[""ChiefsKingdom"", ""SuperBowlLIX"", ""SuperBowl2025"", ""TravisKelce"", ""kansascitychiefs"", ""ChiefsVsEagles"", ""Chiefs"", ""SuperBowl""]",0,,POSITIVE,0.8753010630607605
1888477854175797625,Buffalo Bills=Pain,"@plzstayawake Gematria people always reliable for a great laugh. I love when what word they don’t want to “fit” into their little agenda, they’ll be like but look: Ugandan upside down banana cake gematria: it’s a perfect match. KC #Chiefs #cheaters #NFL is complicit obv? KC owner=cia ties….",2025-02-09 06:39:41,0,0,"[""Chiefs"", ""cheaters"", ""NFL""]",0,,POSITIVE,0.9870063066482544
1888478239821050324,Sports Breaking Now,"#SuperBowlLIX   game day ❗❗❗

#SBLIX today 5:30pm CT on @NFLonFOX 

#ChiefsKingdom #FlyEaglesFly https://t.co/nj31eFX2Ve",2025-02-09 06:41:13,0,0,"[""SuperBowlLIX"", ""SBLIX"", ""ChiefsKingdom"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9845864772796631
1888478871747535290,RJ @ VIP Sports Marketing🎟️,"SUPER BOWL SUNDAY 

#vipsm
#vipsportsmarketing #clientexperience #Incentives
#clientengagement #sportsbusiness #sportsmarketing
#eventplanning #clientretention #clientdevelopment #SuperBowlLIX #SuperBowl #sblix #FlyEaglesFly #ChiefsKingdom https://t.co/kdZx9KT23N",2025-02-09 06:43:43,0,0,"[""vipsm"", ""vipsportsmarketing"", ""clientexperience"", ""Incentives"", ""clientengagement"", ""sportsbusiness"", ""sportsmarketing"", ""eventplanning"", ""clientretention"", ""clientdevelopment"", ""SuperBowlLIX"", ""SuperBowl"", ""sblix"", ""FlyEaglesFly"", ""ChiefsKingdom""]",0,,NEGATIVE,0.9821813106536865
1888479181253607720,AL,"If a coffee cup needs a cardboard sleeve bc it’s too hot to hold in your hands, then isn’t the coffee too hot to pour into your mouth?

This is what I think about during a sleepless night before the Eagles Super Bowl #FlyEaglesFly #SBLIX https://t.co/k2wusIoqpH",2025-02-09 06:44:57,0,0,"[""FlyEaglesFly"", ""SBLIX""]",0,,NEGATIVE,0.9954784512519836
1888479494396162103,Nate Gent,"Who is winning the Super bowl.
Chiefs or Eagles? #SuperBowlLIX #SuperBowl #ChiefsKingdom #FlyEaglesFly #NFL",2025-02-09 06:46:12,0,1,"[""SuperBowlLIX"", ""SuperBowl"", ""ChiefsKingdom"", ""FlyEaglesFly"", ""NFL""]",0,,NEGATIVE,0.9633095860481262
1888479540592234630,とも(2/16浜松(H)・4/20長野),"どうも明日の予想は一般ファンやオッズではPHI勝利予想が多いみたいだが、NFL解説陣はKC勝利予想が多いみたいだな！
#SBLIX #FlyEaglesFly",2025-02-09 06:46:23,0,1,"[""SBLIX"", ""FlyEaglesFly""]",0,,NEGATIVE,0.9722371697425842
